date,ticket type,ticket class,sales
2021-10-31,return,economy,26
2021-11-01,return,economy,50
2021-11-02,return,economy,41
2021-11-03,return,economy,43
2021-11-04,return,economy,41
2021-11-05,return,economy,51
2021-11-06,return,economy,43
2021-11-07,return,economy,37
2021-11-08,return,economy,31
2021-11-09,return,economy,37
2021-11-10,return,economy,23
2021-11-11,return,economy,39
2021-11-12,return,economy,53
2021-11-13,return,economy,35
2021-11-14,return,economy,29
2021-11-15,return,economy,37
2021-11-16,return,economy,38
2021-11-17,return,economy,35
2021-11-18,return,economy,43
2021-11-19,return,economy,43
2021-11-20,return,economy,36
2021-11-21,return,economy,40
2021-11-22,return,economy,38
2021-11-23,return,economy,40
2021-11-24,return,economy,37
2021-11-25,return,economy,41
2021-11-26,return,economy,43
2021-11-27,return,economy,23
2021-11-28,return,economy,36
2021-11-29,return,economy,42
2021-11-30,return,economy,31
2021-12-01,return,economy,30
2021-12-02,return,economy,31
2021-12-03,return,economy,34
2021-12-04,return,economy,21
2021-12-05,return,economy,15
2021-12-06,return,economy,32
2021-12-07,return,economy,34
2021-12-08,return,economy,27
2021-12-09,return,economy,36
2021-12-10,return,economy,44
2021-12-11,return,economy,21
2021-12-12,return,economy,28
2021-12-13,return,economy,30
2021-12-14,return,economy,27
2021-12-15,return,economy,30
2021-12-16,return,economy,32
2021-12-17,return,economy,39
2021-12-18,return,economy,21
2021-12-19,return,economy,20
2021-12-20,return,economy,21
2021-12-21,return,economy,23
2021-12-22,return,economy,22
2021-12-23,return,economy,37
2021-12-24,return,economy,33
2021-12-25,return,economy,26
2021-12-26,return,economy,18
2021-12-27,return,economy,26
2021-12-28,return,economy,21
2021-12-29,return,economy,38
2021-12-30,return,economy,27
2021-12-31,return,economy,29
2017-01-01,one-way,economy,19
2017-01-02,one-way,economy,32
2017-01-03,one-way,economy,26
2017-01-04,one-way,economy,34
2017-01-05,one-way,economy,25
2017-01-06,one-way,economy,27
2017-01-07,one-way,economy,29
2017-01-08,one-way,economy,20
2017-01-09,one-way,economy,18
2017-01-10,one-way,economy,23
2017-01-11,one-way,economy,35
2017-01-12,one-way,economy,33
2017-01-13,one-way,economy,44
2017-01-14,one-way,economy,25
2017-01-15,one-way,economy,32
2017-01-16,one-way,economy,16
2017-01-17,one-way,economy,23
2017-01-18,one-way,economy,24
2017-01-19,one-way,economy,19
2017-01-20,one-way,economy,33
2017-01-21,one-way,economy,28
2017-01-22,one-way,economy,17
2017-01-23,one-way,economy,23
2017-01-24,one-way,economy,25
2017-01-25,one-way,economy,28
2017-01-26,one-way,economy,33
2017-01-27,one-way,economy,30
2017-01-28,one-way,economy,22
2017-01-29,one-way,economy,19
2017-01-30,one-way,economy,25
2017-01-31,one-way,economy,24
2017-02-01,one-way,economy,24
2017-02-02,one-way,economy,42
2017-02-03,one-way,economy,36
2017-02-04,one-way,economy,25
2017-02-05,one-way,economy,29
2017-02-06,one-way,economy,29
2017-02-07,one-way,economy,28
2017-02-08,one-way,economy,33
2017-02-09,one-way,economy,27
2017-02-10,one-way,economy,43
2017-02-11,one-way,economy,29
2017-02-12,one-way,economy,26
2017-02-13,one-way,economy,26
2017-02-14,one-way,economy,24
2017-02-15,one-way,economy,42
2017-02-16,one-way,economy,32
2017-02-17,one-way,economy,43
2017-02-18,one-way,economy,18
2017-02-19,one-way,economy,35
2017-02-20,one-way,economy,23
2017-02-21,one-way,economy,30
2017-02-22,one-way,economy,30
2017-02-23,one-way,economy,31
2017-02-24,one-way,economy,48
2017-02-25,one-way,economy,26
2017-02-26,one-way,economy,19
2017-02-27,one-way,economy,27
2017-02-28,one-way,economy,23
2017-03-01,one-way,economy,42
2017-03-02,one-way,economy,35
2017-03-03,one-way,economy,41
2017-03-04,one-way,economy,26
2017-03-05,one-way,economy,32
2017-03-06,one-way,economy,22
2017-03-07,one-way,economy,25
2017-03-08,one-way,economy,38
2017-03-09,one-way,economy,43
2017-03-10,one-way,economy,45
2017-03-11,one-way,economy,31
2017-03-12,one-way,economy,30
2017-03-13,one-way,economy,37
2017-03-14,one-way,economy,28
2017-03-15,one-way,economy,37
2017-03-16,one-way,economy,43
2017-03-17,one-way,economy,43
2017-03-18,one-way,economy,40
2017-03-19,one-way,economy,35
2017-03-20,one-way,economy,35
2017-03-21,one-way,economy,41
2017-03-22,one-way,economy,33
2017-03-23,one-way,economy,35
2017-03-24,one-way,economy,46
2017-03-25,one-way,economy,33
2017-03-26,one-way,economy,35
2017-03-27,one-way,economy,28
2017-03-28,one-way,economy,33
2017-03-29,one-way,economy,20
2017-03-30,one-way,economy,47
2017-03-31,one-way,economy,40
2017-04-01,one-way,economy,25
2017-04-02,one-way,economy,37
2017-04-03,one-way,economy,42
2017-04-04,one-way,economy,37
2017-04-05,one-way,economy,45
2017-04-06,one-way,economy,52
2017-04-07,one-way,economy,52
2017-04-08,one-way,economy,25
2017-04-09,one-way,economy,29
2017-04-10,one-way,economy,40
2017-04-11,one-way,economy,27
2017-04-12,one-way,economy,51
2017-04-13,one-way,economy,52
2017-04-14,one-way,economy,55
2017-04-15,one-way,economy,40
2017-04-16,one-way,economy,28
2017-04-17,one-way,economy,49
2017-04-18,one-way,economy,46
2017-04-19,one-way,economy,46
2017-04-20,one-way,economy,45
2017-04-21,one-way,economy,48
2017-04-22,one-way,economy,33
2017-04-23,one-way,economy,24
2017-04-24,one-way,economy,27
2017-04-25,one-way,economy,36
2017-04-26,one-way,economy,47
2017-04-27,one-way,economy,51
2017-04-28,one-way,economy,52
2017-04-29,one-way,economy,32
2017-04-30,one-way,economy,51
2017-05-01,one-way,economy,43
2017-05-02,one-way,economy,48
2017-05-03,one-way,economy,39
2017-05-04,one-way,economy,46
2017-05-05,one-way,economy,51
2017-05-06,one-way,economy,34
2017-05-07,one-way,economy,35
2017-05-08,one-way,economy,40
2017-05-09,one-way,economy,31
2017-05-10,one-way,economy,46
2017-05-11,one-way,economy,37
2017-05-12,one-way,economy,59
2017-05-13,one-way,economy,35
2017-05-14,one-way,economy,40
2017-05-15,one-way,economy,46
2017-05-16,one-way,economy,32
2017-05-17,one-way,economy,46
2017-05-18,one-way,economy,58
2017-05-19,one-way,economy,44
2017-05-20,one-way,economy,40
2017-05-21,one-way,economy,36
2017-05-22,one-way,economy,45
2017-05-23,one-way,economy,43
2017-05-24,one-way,economy,56
2017-05-25,one-way,economy,39
2017-05-26,one-way,economy,65
2017-05-27,one-way,economy,24
2017-05-28,one-way,economy,45
2017-05-29,one-way,economy,44
2017-05-30,one-way,economy,33
2017-05-31,one-way,economy,45
2017-06-01,one-way,economy,66
2017-06-02,one-way,economy,61
2017-06-03,one-way,economy,40
2017-06-04,one-way,economy,51
2017-06-05,one-way,economy,40
2017-06-06,one-way,economy,44
2017-06-07,one-way,economy,59
2017-06-08,one-way,economy,58
2017-06-09,one-way,economy,57
2017-06-10,one-way,economy,36
2017-06-11,one-way,economy,46
2017-06-12,one-way,economy,38
2017-06-13,one-way,economy,41
2017-06-14,one-way,economy,42
2017-06-15,one-way,economy,48
2017-06-16,one-way,economy,47
2017-06-17,one-way,economy,44
2017-06-18,one-way,economy,33
2017-06-19,one-way,economy,35
2017-06-20,one-way,economy,38
2017-06-21,one-way,economy,52
2017-06-22,one-way,economy,57
2017-06-23,one-way,economy,72
2017-06-24,one-way,economy,38
2017-06-25,one-way,economy,45
2017-06-26,one-way,economy,39
2017-06-27,one-way,economy,40
2017-06-28,one-way,economy,59
2017-06-29,one-way,economy,49
2017-06-30,one-way,economy,54
2017-07-01,one-way,economy,30
2017-07-02,one-way,economy,46
2017-07-03,one-way,economy,57
2017-07-04,one-way,economy,45
2017-07-05,one-way,economy,41
2017-07-06,one-way,economy,67
2017-07-07,one-way,economy,59
2017-07-08,one-way,economy,43
2017-07-09,one-way,economy,59
2017-07-10,one-way,economy,48
2017-07-11,one-way,economy,58
2017-07-12,one-way,economy,65
2017-07-13,one-way,economy,50
2017-07-14,one-way,economy,60
2017-07-15,one-way,economy,52
2017-07-16,one-way,economy,43
2017-07-17,one-way,economy,40
2017-07-18,one-way,economy,57
2017-07-19,one-way,economy,54
2017-07-20,one-way,economy,65
2017-07-21,one-way,economy,56
2017-07-22,one-way,economy,44
2017-07-23,one-way,economy,50
2017-07-24,one-way,economy,45
2017-07-25,one-way,economy,48
2017-07-26,one-way,economy,51
2017-07-27,one-way,economy,80
2017-07-28,one-way,economy,62
2017-07-29,one-way,economy,39
2017-07-30,one-way,economy,31
2017-07-31,one-way,economy,38
2017-08-01,one-way,economy,49
2017-08-02,one-way,economy,44
2017-08-03,one-way,economy,50
2017-08-04,one-way,economy,49
2017-08-05,one-way,economy,31
2017-08-06,one-way,economy,49
2017-08-07,one-way,economy,39
2017-08-08,one-way,economy,37
2017-08-09,one-way,economy,46
2017-08-10,one-way,economy,58
2017-08-11,one-way,economy,42
2017-08-12,one-way,economy,35
2017-08-13,one-way,economy,36
2017-08-14,one-way,economy,24
2017-08-15,one-way,economy,33
2017-08-16,one-way,economy,56
2017-08-17,one-way,economy,55
2017-08-18,one-way,economy,55
2017-08-19,one-way,economy,41
2017-08-20,one-way,economy,38
2017-08-21,one-way,economy,49
2017-08-22,one-way,economy,43
2017-08-23,one-way,economy,38
2017-08-24,one-way,economy,49
2017-08-25,one-way,economy,41
2017-08-26,one-way,economy,37
2017-08-27,one-way,economy,36
2017-08-28,one-way,economy,39
2017-08-29,one-way,economy,46
2017-08-30,one-way,economy,38
2017-08-31,one-way,economy,44
2017-09-01,one-way,economy,36
2017-09-02,one-way,economy,35
2017-09-03,one-way,economy,42
2017-09-04,one-way,economy,57
2017-09-05,one-way,economy,36
2017-09-06,one-way,economy,41
2017-09-07,one-way,economy,50
2017-09-08,one-way,economy,40
2017-09-09,one-way,economy,37
2017-09-10,one-way,economy,31
2017-09-11,one-way,economy,40
2017-09-12,one-way,economy,37
2017-09-13,one-way,economy,39
2017-09-14,one-way,economy,44
2017-09-15,one-way,economy,47
2017-09-16,one-way,economy,37
2017-09-17,one-way,economy,34
2017-09-18,one-way,economy,46
2017-09-19,one-way,economy,28
2017-09-20,one-way,economy,32
2017-09-21,one-way,economy,55
2017-09-22,one-way,economy,34
2017-09-23,one-way,economy,34
2017-09-24,one-way,economy,51
2017-09-25,one-way,economy,44
2017-09-26,one-way,economy,44
2017-09-27,one-way,economy,46
2017-09-28,one-way,economy,48
2017-09-29,one-way,economy,58
2017-09-30,one-way,economy,33
2017-10-01,one-way,economy,35
2017-10-02,one-way,economy,35
2017-10-03,one-way,economy,35
2017-10-04,one-way,economy,34
2017-10-05,one-way,economy,47
2017-10-06,one-way,economy,47
2017-10-07,one-way,economy,33
2017-10-08,one-way,economy,36
2017-10-09,one-way,economy,39
2017-10-10,one-way,economy,30
2017-10-11,one-way,economy,44
2017-10-12,one-way,economy,36
2017-10-13,one-way,economy,48
2017-10-14,one-way,economy,37
2017-10-15,one-way,economy,42
2017-10-16,one-way,economy,32
2017-10-17,one-way,economy,30
2017-10-18,one-way,economy,43
2017-10-19,one-way,economy,44
2017-10-20,one-way,economy,46
2017-10-21,one-way,economy,31
2017-10-22,one-way,economy,34
2017-10-23,one-way,economy,40
2017-10-24,one-way,economy,46
2017-10-25,one-way,economy,40
2017-10-26,one-way,economy,36
2017-10-27,one-way,economy,29
2017-10-28,one-way,economy,21
2017-10-29,one-way,economy,37
2017-10-30,one-way,economy,41
2017-10-31,one-way,economy,31
2017-11-01,one-way,economy,35
2017-11-02,one-way,economy,49
2017-11-03,one-way,economy,45
2017-11-04,one-way,economy,23
2017-11-05,one-way,economy,39
2017-11-06,one-way,economy,50
2017-11-07,one-way,economy,44
2017-11-08,one-way,economy,52
2017-11-09,one-way,economy,68
2017-11-10,one-way,economy,46
2017-11-11,one-way,economy,21
2017-11-12,one-way,economy,35
2017-11-13,one-way,economy,29
2017-11-14,one-way,economy,40
2017-11-15,one-way,economy,42
2017-11-16,one-way,economy,37
2017-11-17,one-way,economy,50
2017-11-18,one-way,economy,33
2017-11-19,one-way,economy,43
2017-11-20,one-way,economy,32
2017-11-21,one-way,economy,39
2017-11-22,one-way,economy,42
2017-11-23,one-way,economy,52
2017-11-24,one-way,economy,39
2017-11-25,one-way,economy,45
2017-11-26,one-way,economy,32
2017-11-27,one-way,economy,40
2017-11-28,one-way,economy,42
2017-11-29,one-way,economy,47
2017-11-30,one-way,economy,40
2017-12-01,one-way,economy,31
2017-12-02,one-way,economy,16
2017-12-03,one-way,economy,27
2017-12-04,one-way,economy,25
2017-12-05,one-way,economy,26
2017-12-06,one-way,economy,38
2017-12-07,one-way,economy,45
2017-12-08,one-way,economy,39
2017-12-09,one-way,economy,28
2017-12-10,one-way,economy,23
2017-12-11,one-way,economy,22
2017-12-12,one-way,economy,30
2017-12-13,one-way,economy,28
2017-12-14,one-way,economy,39
2017-12-15,one-way,economy,44
2017-12-16,one-way,economy,23
2017-12-17,one-way,economy,25
2017-12-18,one-way,economy,25
2017-12-19,one-way,economy,37
2017-12-20,one-way,economy,28
2017-12-21,one-way,economy,37
2017-12-22,one-way,economy,39
2017-12-23,one-way,economy,26
2017-12-24,one-way,economy,22
2017-12-25,one-way,economy,24
2017-12-26,one-way,economy,24
2017-12-27,one-way,economy,26
2017-12-28,one-way,economy,20
2017-12-29,one-way,economy,32
2017-12-30,one-way,economy,20
2017-12-31,one-way,economy,24
2018-01-01,one-way,economy,32
2018-01-02,one-way,economy,36
2018-01-03,one-way,economy,29
2018-01-04,one-way,economy,33
2018-01-05,one-way,economy,31
2018-01-06,one-way,economy,19
2018-01-07,one-way,economy,24
2018-01-08,one-way,economy,38
2018-01-09,one-way,economy,21
2018-01-10,one-way,economy,39
2018-01-11,one-way,economy,37
2018-01-12,one-way,economy,30
2018-01-13,one-way,economy,28
2018-01-14,one-way,economy,25
2018-01-15,one-way,economy,25
2018-01-16,one-way,economy,30
2018-01-17,one-way,economy,35
2018-01-18,one-way,economy,24
2018-01-19,one-way,economy,34
2018-01-20,one-way,economy,34
2018-01-21,one-way,economy,21
2018-01-22,one-way,economy,30
2018-01-23,one-way,economy,23
2018-01-24,one-way,economy,38
2018-01-25,one-way,economy,33
2018-01-26,one-way,economy,38
2018-01-27,one-way,economy,20
2018-01-28,one-way,economy,19
2018-01-29,one-way,economy,31
2018-01-30,one-way,economy,26
2018-01-31,one-way,economy,36
2018-02-01,one-way,economy,34
2018-02-02,one-way,economy,46
2018-02-03,one-way,economy,27
2018-02-04,one-way,economy,26
2018-02-05,one-way,economy,33
2018-02-06,one-way,economy,32
2018-02-07,one-way,economy,26
2018-02-08,one-way,economy,33
2018-02-09,one-way,economy,41
2018-02-10,one-way,economy,22
2018-02-11,one-way,economy,25
2018-02-12,one-way,economy,31
2018-02-13,one-way,economy,38
2018-02-14,one-way,economy,35
2018-02-15,one-way,economy,30
2018-02-16,one-way,economy,30
2018-02-17,one-way,economy,35
2018-02-18,one-way,economy,33
2018-02-19,one-way,economy,26
2018-02-20,one-way,economy,37
2018-02-21,one-way,economy,35
2018-02-22,one-way,economy,47
2018-02-23,one-way,economy,46
2018-02-24,one-way,economy,30
2018-02-25,one-way,economy,27
2018-02-26,one-way,economy,31
2018-02-27,one-way,economy,38
2018-02-28,one-way,economy,39
2018-03-01,one-way,economy,58
2018-03-02,one-way,economy,54
2018-03-03,one-way,economy,40
2018-03-04,one-way,economy,34
2018-03-05,one-way,economy,40
2018-03-06,one-way,economy,30
2018-03-07,one-way,economy,45
2018-03-08,one-way,economy,47
2018-03-09,one-way,economy,47
2018-03-10,one-way,economy,29
2018-03-11,one-way,economy,37
2018-03-12,one-way,economy,40
2018-03-13,one-way,economy,41
2018-03-14,one-way,economy,45
2018-03-15,one-way,economy,38
2018-03-16,one-way,economy,45
2018-03-17,one-way,economy,41
2018-03-18,one-way,economy,33
2018-03-19,one-way,economy,36
2018-03-20,one-way,economy,42
2018-03-21,one-way,economy,53
2018-03-22,one-way,economy,43
2018-03-23,one-way,economy,53
2018-03-24,one-way,economy,36
2018-03-25,one-way,economy,39
2018-03-26,one-way,economy,44
2018-03-27,one-way,economy,43
2018-03-28,one-way,economy,30
2018-03-29,one-way,economy,40
2018-03-30,one-way,economy,46
2018-03-31,one-way,economy,40
2018-04-01,one-way,economy,36
2018-04-02,one-way,economy,35
2018-04-03,one-way,economy,37
2018-04-04,one-way,economy,55
2018-04-05,one-way,economy,48
2018-04-06,one-way,economy,61
2018-04-07,one-way,economy,51
2018-04-08,one-way,economy,42
2018-04-09,one-way,economy,51
2018-04-10,one-way,economy,51
2018-04-11,one-way,economy,46
2018-04-12,one-way,economy,43
2018-04-13,one-way,economy,62
2018-04-14,one-way,economy,50
2018-04-15,one-way,economy,51
2018-04-16,one-way,economy,40
2018-04-17,one-way,economy,54
2018-04-18,one-way,economy,39
2018-04-19,one-way,economy,52
2018-04-20,one-way,economy,51
2018-04-21,one-way,economy,42
2018-04-22,one-way,economy,38
2018-04-23,one-way,economy,37
2018-04-24,one-way,economy,42
2018-04-25,one-way,economy,59
2018-04-26,one-way,economy,43
2018-04-27,one-way,economy,73
2018-04-28,one-way,economy,35
2018-04-29,one-way,economy,45
2018-04-30,one-way,economy,43
2018-05-01,one-way,economy,38
2018-05-02,one-way,economy,59
2018-05-03,one-way,economy,45
2018-05-04,one-way,economy,65
2018-05-05,one-way,economy,46
2018-05-06,one-way,economy,37
2018-05-07,one-way,economy,37
2018-05-08,one-way,economy,50
2018-05-09,one-way,economy,45
2018-05-10,one-way,economy,44
2018-05-11,one-way,economy,53
2018-05-12,one-way,economy,44
2018-05-13,one-way,economy,45
2018-05-14,one-way,economy,50
2018-05-15,one-way,economy,45
2018-05-16,one-way,economy,53
2018-05-17,one-way,economy,49
2018-05-18,one-way,economy,65
2018-05-19,one-way,economy,34
2018-05-20,one-way,economy,45
2018-05-21,one-way,economy,58
2018-05-22,one-way,economy,41
2018-05-23,one-way,economy,59
2018-05-24,one-way,economy,61
2018-05-25,one-way,economy,57
2018-05-26,one-way,economy,38
2018-05-27,one-way,economy,60
2018-05-28,one-way,economy,46
2018-05-29,one-way,economy,48
2018-05-30,one-way,economy,53
2018-05-31,one-way,economy,48
2018-06-01,one-way,economy,69
2018-06-02,one-way,economy,32
2018-06-03,one-way,economy,48
2018-06-04,one-way,economy,49
2018-06-05,one-way,economy,69
2018-06-06,one-way,economy,52
2018-06-07,one-way,economy,67
2018-06-08,one-way,economy,73
2018-06-09,one-way,economy,55
2018-06-10,one-way,economy,59
2018-06-11,one-way,economy,62
2018-06-12,one-way,economy,52
2018-06-13,one-way,economy,55
2018-06-14,one-way,economy,73
2018-06-15,one-way,economy,59
2018-06-16,one-way,economy,36
2018-06-17,one-way,economy,64
2018-06-18,one-way,economy,42
2018-06-19,one-way,economy,65
2018-06-20,one-way,economy,72
2018-06-21,one-way,economy,57
2018-06-22,one-way,economy,63
2018-06-23,one-way,economy,41
2018-06-24,one-way,economy,57
2018-06-25,one-way,economy,38
2018-06-26,one-way,economy,53
2018-06-27,one-way,economy,60
2018-06-28,one-way,economy,73
2018-06-29,one-way,economy,58
2018-06-30,one-way,economy,50
2018-07-01,one-way,economy,48
2018-07-02,one-way,economy,48
2018-07-03,one-way,economy,52
2018-07-04,one-way,economy,87
2018-07-05,one-way,economy,57
2018-07-06,one-way,economy,78
2018-07-07,one-way,economy,47
2018-07-08,one-way,economy,59
2018-07-09,one-way,economy,56
2018-07-10,one-way,economy,61
2018-07-11,one-way,economy,52
2018-07-12,one-way,economy,62
2018-07-13,one-way,economy,64
2018-07-14,one-way,economy,45
2018-07-15,one-way,economy,47
2018-07-16,one-way,economy,54
2018-07-17,one-way,economy,75
2018-07-18,one-way,economy,53
2018-07-19,one-way,economy,65
2018-07-20,one-way,economy,63
2018-07-21,one-way,economy,53
2018-07-22,one-way,economy,67
2018-07-23,one-way,economy,39
2018-07-24,one-way,economy,67
2018-07-25,one-way,economy,79
2018-07-26,one-way,economy,53
2018-07-27,one-way,economy,71
2018-07-28,one-way,economy,47
2018-07-29,one-way,economy,50
2018-07-30,one-way,economy,61
2018-07-31,one-way,economy,46
2018-08-01,one-way,economy,61
2018-08-02,one-way,economy,54
2018-08-03,one-way,economy,67
2018-08-04,one-way,economy,47
2018-08-05,one-way,economy,52
2018-08-06,one-way,economy,48
2018-08-07,one-way,economy,60
2018-08-08,one-way,economy,48
2018-08-09,one-way,economy,58
2018-08-10,one-way,economy,52
2018-08-11,one-way,economy,41
2018-08-12,one-way,economy,55
2018-08-13,one-way,economy,45
2018-08-14,one-way,economy,48
2018-08-15,one-way,economy,49
2018-08-16,one-way,economy,44
2018-08-17,one-way,economy,52
2018-08-18,one-way,economy,42
2018-08-19,one-way,economy,52
2018-08-20,one-way,economy,47
2018-08-21,one-way,economy,57
2018-08-22,one-way,economy,52
2018-08-23,one-way,economy,59
2018-08-24,one-way,economy,57
2018-08-25,one-way,economy,39
2018-08-26,one-way,economy,46
2018-08-27,one-way,economy,32
2018-08-28,one-way,economy,53
2018-08-29,one-way,economy,53
2018-08-30,one-way,economy,57
2018-08-31,one-way,economy,60
2018-09-01,one-way,economy,36
2018-09-02,one-way,economy,43
2018-09-03,one-way,economy,44
2018-09-04,one-way,economy,49
2018-09-05,one-way,economy,44
2018-09-06,one-way,economy,48
2018-09-07,one-way,economy,59
2018-09-08,one-way,economy,44
2018-09-09,one-way,economy,39
2018-09-10,one-way,economy,45
2018-09-11,one-way,economy,45
2018-09-12,one-way,economy,58
2018-09-13,one-way,economy,73
2018-09-14,one-way,economy,58
2018-09-15,one-way,economy,39
2018-09-16,one-way,economy,38
2018-09-17,one-way,economy,56
2018-09-18,one-way,economy,50
2018-09-19,one-way,economy,53
2018-09-20,one-way,economy,45
2018-09-21,one-way,economy,48
2018-09-22,one-way,economy,35
2018-09-23,one-way,economy,44
2018-09-24,one-way,economy,51
2018-09-25,one-way,economy,41
2018-09-26,one-way,economy,49
2018-09-27,one-way,economy,42
2018-09-28,one-way,economy,71
2018-09-29,one-way,economy,32
2018-09-30,one-way,economy,58
2018-10-01,one-way,economy,43
2018-10-02,one-way,economy,46
2018-10-03,one-way,economy,55
2018-10-04,one-way,economy,59
2018-10-05,one-way,economy,47
2018-10-06,one-way,economy,25
2018-10-07,one-way,economy,43
2018-10-08,one-way,economy,40
2018-10-09,one-way,economy,48
2018-10-10,one-way,economy,48
2018-10-11,one-way,economy,49
2018-10-12,one-way,economy,50
2018-10-13,one-way,economy,31
2018-10-14,one-way,economy,38
2018-10-15,one-way,economy,50
2018-10-16,one-way,economy,41
2018-10-17,one-way,economy,34
2018-10-18,one-way,economy,52
2018-10-19,one-way,economy,54
2018-10-20,one-way,economy,36
2018-10-21,one-way,economy,36
2018-10-22,one-way,economy,27
2018-10-23,one-way,economy,38
2018-10-24,one-way,economy,48
2018-10-25,one-way,economy,47
2018-10-26,one-way,economy,51
2018-10-27,one-way,economy,30
2018-10-28,one-way,economy,41
2018-10-29,one-way,economy,46
2018-10-30,one-way,economy,50
2018-10-31,one-way,economy,44
2018-11-01,one-way,economy,49
2018-11-02,one-way,economy,56
2018-11-03,one-way,economy,41
2018-11-04,one-way,economy,43
2018-11-05,one-way,economy,53
2018-11-06,one-way,economy,38
2018-11-07,one-way,economy,57
2018-11-08,one-way,economy,43
2018-11-09,one-way,economy,41
2018-11-10,one-way,economy,32
2018-11-11,one-way,economy,48
2018-11-12,one-way,economy,40
2018-11-13,one-way,economy,43
2018-11-14,one-way,economy,59
2018-11-15,one-way,economy,62
2018-11-16,one-way,economy,62
2018-11-17,one-way,economy,35
2018-11-18,one-way,economy,45
2018-11-19,one-way,economy,53
2018-11-20,one-way,economy,53
2018-11-21,one-way,economy,49
2018-11-22,one-way,economy,54
2018-11-23,one-way,economy,61
2018-11-24,one-way,economy,29
2018-11-25,one-way,economy,50
2018-11-26,one-way,economy,46
2018-11-27,one-way,economy,42
2018-11-28,one-way,economy,50
2018-11-29,one-way,economy,51
2018-11-30,one-way,economy,60
2018-12-01,one-way,economy,26
2018-12-02,one-way,economy,35
2018-12-03,one-way,economy,33
2018-12-04,one-way,economy,50
2018-12-05,one-way,economy,27
2018-12-06,one-way,economy,36
2018-12-07,one-way,economy,44
2018-12-08,one-way,economy,27
2018-12-09,one-way,economy,23
2018-12-10,one-way,economy,27
2018-12-11,one-way,economy,36
2018-12-12,one-way,economy,38
2018-12-13,one-way,economy,35
2018-12-14,one-way,economy,36
2018-12-15,one-way,economy,27
2018-12-16,one-way,economy,32
2018-12-17,one-way,economy,30
2018-12-18,one-way,economy,32
2018-12-19,one-way,economy,34
2018-12-20,one-way,economy,29
2018-12-21,one-way,economy,39
2018-12-22,one-way,economy,24
2018-12-23,one-way,economy,31
2018-12-24,one-way,economy,24
2018-12-25,one-way,economy,29
2018-12-26,one-way,economy,34
2018-12-27,one-way,economy,34
2018-12-28,one-way,economy,46
2018-12-29,one-way,economy,19
2018-12-30,one-way,economy,34
2018-12-31,one-way,economy,32
2019-01-01,one-way,economy,32
2019-01-02,one-way,economy,32
2019-01-03,one-way,economy,36
2019-01-04,one-way,economy,36
2019-01-05,one-way,economy,31
2019-01-06,one-way,economy,22
2019-01-07,one-way,economy,25
2019-01-08,one-way,economy,32
2019-01-09,one-way,economy,47
2019-01-10,one-way,economy,39
2019-01-11,one-way,economy,50
2019-01-12,one-way,economy,27
2019-01-13,one-way,economy,28
2019-01-14,one-way,economy,24
2019-01-15,one-way,economy,33
2019-01-16,one-way,economy,40
2019-01-17,one-way,economy,36
2019-01-18,one-way,economy,33
2019-01-19,one-way,economy,24
2019-01-20,one-way,economy,28
2019-01-21,one-way,economy,23
2019-01-22,one-way,economy,39
2019-01-23,one-way,economy,33
2019-01-24,one-way,economy,33
2019-01-25,one-way,economy,53
2019-01-26,one-way,economy,30
2019-01-27,one-way,economy,26
2019-01-28,one-way,economy,30
2019-01-29,one-way,economy,26
2019-01-30,one-way,economy,44
2019-01-31,one-way,economy,42
2019-02-01,one-way,economy,48
2019-02-02,one-way,economy,29
2019-02-03,one-way,economy,27
2019-02-04,one-way,economy,37
2019-02-05,one-way,economy,45
2019-02-06,one-way,economy,30
2019-02-07,one-way,economy,41
2019-02-08,one-way,economy,36
2019-02-09,one-way,economy,26
2019-02-10,one-way,economy,34
2019-02-11,one-way,economy,30
2019-02-12,one-way,economy,38
2019-02-13,one-way,economy,27
2019-02-14,one-way,economy,35
2019-02-15,one-way,economy,33
2019-02-16,one-way,economy,20
2019-02-17,one-way,economy,32
2019-02-18,one-way,economy,39
2019-02-19,one-way,economy,50
2019-02-20,one-way,economy,40
2019-02-21,one-way,economy,37
2019-02-22,one-way,economy,42
2019-02-23,one-way,economy,33
2019-02-24,one-way,economy,36
2019-02-25,one-way,economy,21
2019-02-26,one-way,economy,40
2019-02-27,one-way,economy,38
2019-02-28,one-way,economy,39
2019-03-01,one-way,economy,48
2019-03-02,one-way,economy,31
2019-03-03,one-way,economy,37
2019-03-04,one-way,economy,34
2019-03-05,one-way,economy,43
2019-03-06,one-way,economy,35
2019-03-07,one-way,economy,46
2019-03-08,one-way,economy,53
2019-03-09,one-way,economy,35
2019-03-10,one-way,economy,36
2019-03-11,one-way,economy,31
2019-03-12,one-way,economy,35
2019-03-13,one-way,economy,44
2019-03-14,one-way,economy,59
2019-03-15,one-way,economy,40
2019-03-16,one-way,economy,32
2019-03-17,one-way,economy,41
2019-03-18,one-way,economy,39
2019-03-19,one-way,economy,27
2019-03-20,one-way,economy,51
2019-03-21,one-way,economy,39
2019-03-22,one-way,economy,47
2019-03-23,one-way,economy,35
2019-03-24,one-way,economy,34
2019-03-25,one-way,economy,30
2019-03-26,one-way,economy,38
2019-03-27,one-way,economy,48
2019-03-28,one-way,economy,58
2019-03-29,one-way,economy,41
2019-03-30,one-way,economy,26
